日付,時間帯,商品カテゴリ,売上
2020-10-29,13:00:00,イベント,600
2020-10-29,13:00:00,カフェ,2400
2020-10-29,13:00:00,入場料,600
2020-10-29,14:00:00,カフェ,0
2020-10-29,14:00:00,入場料,1800
2020-10-29,15:00:00,イベント,200
2020-10-29,15:00:00,カフェ,800
2020-10-29,15:00:00,入場料,3600
2020-10-29,16:00:00,カフェ,0
2020-10-29,16:00:00,入場料,3000
2020-10-29,17:00:00,イベント,3600
2020-10-29,17:00:00,カフェ,14400
2020-10-29,17:00:00,入場料,27700
2020-10-30,09:00:00,イベント,400
2020-10-30,09:00:00,カフェ,1600
2020-10-30,09:00:00,入場料,3000
2020-10-30,10:00:00,カフェ,0
2020-10-30,10:00:00,入場料,5400
2020-10-30,11:00:00,入場料,1200
2020-10-30,11:00:00,物販,2100
2020-10-30,12:00:00,カフェ,0
2020-10-30,12:00:00,入場料,2900
2020-10-30,13:00:00,カフェ,0
2020-10-30,13:00:00,入場料,3600
2020-10-30,14:00:00,イベント,400
2020-10-30,14:00:00,カフェ,1600
2020-10-30,14:00:00,入場料,3600
2020-10-30,15:00:00,カフェ,0
2020-10-30,15:00:00,入場料,4800
2020-10-30,16:00:00,イベント,4400
2020-10-30,16:00:00,カフェ,18400
2020-10-30,16:00:00,入場料,27700
2020-10-30,16:00:00,物販,600
2020-10-30,17:00:00,イベント,200
2020-10-30,17:00:00,入場料,3000
2020-10-31,09:00:00,イベント,400
2020-10-31,09:00:00,カフェ,1600
2020-10-31,09:00:00,入場料,5800
2020-10-31,10:00:00,カフェ,0
2020-10-31,10:00:00,入場料,3600
2020-10-31,11:00:00,イベント,200
2020-10-31,11:00:00,カフェ,800
2020-10-31,11:00:00,入場料,5400
2020-10-31,12:00:00,イベント,400
2020-10-31,12:00:00,カフェ,1600
2020-10-31,12:00:00,入場料,3000
2020-10-31,13:00:00,カフェ,0
2020-10-31,13:00:00,入場料,1200
2020-10-31,14:00:00,カフェ,0
2020-10-31,15:00:00,イベント,200
2020-10-31,15:00:00,カフェ,800
2020-10-31,15:00:00,入場料,8400
2020-10-31,16:00:00,イベント,1000
2020-10-31,16:00:00,カフェ,4000
2020-10-31,16:00:00,入場料,1200
2020-10-31,17:00:00,イベント,7600
2020-10-31,17:00:00,カフェ,30400
2020-10-31,17:00:00,入場料,56600
2020-10-31,18:00:00,イベント,8100
2020-10-31,18:00:00,入場料,1800
2020-11-01,09:00:00,イベント,400
2020-11-01,09:00:00,カフェ,1600
2020-11-01,09:00:00,入場料,1200
2020-11-01,10:00:00,入場料,12000
2020-11-01,11:00:00,カフェ,0
2020-11-01,11:00:00,入場料,6700
2020-11-01,12:00:00,カフェ,0
2020-11-01,13:00:00,カフェ,0
2020-11-01,13:00:00,物販,600
2020-11-01,13:00:00,茶道,215000
2020-11-01,14:00:00,カフェ,0
2020-11-01,14:00:00,物販,1320
2020-11-01,15:00:00,カフェ,0
2020-11-01,16:00:00,入場料,15800
2020-11-01,17:00:00,イベント,108400
2020-11-01,17:00:00,カフェ,44800
2020-11-01,17:00:00,入場料,85000
2020-11-01,17:00:00,物販,1800
2020-11-02,09:00:00,カフェ,0
2020-11-02,09:00:00,入場料,1200
2020-11-02,09:00:00,物販,2920
2020-11-02,10:00:00,カフェ,0
2020-11-02,10:00:00,物販,600
2020-11-02,11:00:00,イベント,600
2020-11-02,11:00:00,カフェ,2400
2020-11-02,11:00:00,入場料,8200
2020-11-02,12:00:00,カフェ,0
2020-11-02,12:00:00,入場料,3000
2020-11-02,13:00:00,イベント,2000
2020-11-02,13:00:00,カフェ,8000
2020-11-02,13:00:00,入場料,13100
2020-11-02,14:00:00,イベント,400
2020-11-02,14:00:00,カフェ,1600
2020-11-02,14:00:00,入場料,1200
2020-11-02,15:00:00,カフェ,0
2020-11-02,15:00:00,入場料,2800
2020-11-02,15:00:00,物販,600
2020-11-02,16:00:00,カフェ,0
2020-11-02,17:00:00,イベント,6000
2020-11-02,17:00:00,カフェ,24000
2020-11-02,17:00:00,入場料,39200
2020-11-02,17:00:00,物販,600
2020-11-02,18:00:00,イベント,1200
2020-11-02,18:00:00,カフェ,4800
2020-11-02,18:00:00,入場料,3600
2020-11-03,11:00:00,入場料,1800
2020-11-03,12:00:00,イベント,1400
2020-11-03,12:00:00,カフェ,5600
2020-11-03,12:00:00,入場料,9000
2020-11-03,13:00:00,イベント,400
2020-11-03,13:00:00,カフェ,1600
2020-11-03,13:00:00,入場料,1200
2020-11-03,14:00:00,イベント,800
2020-11-03,14:00:00,カフェ,3200
2020-11-03,14:00:00,入場料,1200
2020-11-03,14:00:00,撮影料,30000
2020-11-03,15:00:00,カフェ,0
2020-11-03,16:00:00,カフェ,0
2020-11-03,17:00:00,イベント,19200
2020-11-03,17:00:00,カフェ,24000
2020-11-03,17:00:00,入場料,113400
2020-11-03,17:00:00,撮影料,30000
2020-11-03,17:00:00,物販,1200
2020-11-03,18:00:00,入場料,2400
2020-11-04,09:00:00,イベント,200
2020-11-04,09:00:00,カフェ,800
2020-11-04,09:00:00,入場料,600
2020-11-04,10:00:00,カフェ,0
2020-11-04,10:00:00,入場料,4800
2020-11-04,11:00:00,カフェ,0
2020-11-04,11:00:00,入場料,7200
2020-11-04,12:00:00,イベント,400
2020-11-04,12:00:00,カフェ,1600
2020-11-04,12:00:00,入場料,1800
2020-11-04,13:00:00,入場料,5400
2020-11-04,14:00:00,イベント,400
2020-11-04,14:00:00,カフェ,1600
2020-11-04,14:00:00,入場料,6000
2020-11-04,14:00:00,物販,8340
2020-11-04,15:00:00,イベント,1000
2020-11-04,15:00:00,カフェ,4000
2020-11-04,15:00:00,入場料,6600
2020-11-04,15:00:00,物販,1200
2020-11-04,16:00:00,カフェ,0
2020-11-04,17:00:00,イベント,4000
2020-11-04,17:00:00,カフェ,16000
2020-11-04,17:00:00,入場料,37900
2020-11-04,17:00:00,物販,1200
2020-11-05,09:00:00,入場料,1200
2020-11-05,10:00:00,イベント,200
2020-11-05,10:00:00,カフェ,800
2020-11-05,10:00:00,入場料,4100
2020-11-05,11:00:00,イベント,1200
2020-11-05,11:00:00,カフェ,4800
2020-11-05,11:00:00,入場料,6600
2020-11-05,12:00:00,イベント,600
2020-11-05,12:00:00,カフェ,2400
2020-11-05,12:00:00,入場料,2900
2020-11-05,13:00:00,カフェ,0
2020-11-05,13:00:00,入場料,1800
2020-11-05,13:00:00,物販,600
2020-11-05,14:00:00,イベント,400
2020-11-05,14:00:00,カフェ,2500
2020-11-05,14:00:00,入場料,3800
2020-11-05,15:00:00,カフェ,0
2020-11-05,15:00:00,入場料,0
2020-11-05,16:00:00,カフェ,0
2020-11-05,17:00:00,イベント,3000
2020-11-05,17:00:00,カフェ,12000
2020-11-05,17:00:00,入場料,20200
2020-11-05,18:00:00,入場料,2400
2020-11-06,08:00:00,入場料,1200
2020-11-06,09:00:00,カフェ,0
2020-11-06,09:00:00,入場料,2400
2020-11-06,10:00:00,イベント,400
2020-11-06,10:00:00,カフェ,1600
2020-11-06,10:00:00,入場料,2400
2020-11-06,10:00:00,茶道,500
2020-11-06,11:00:00,カフェ,0
2020-11-06,11:00:00,入場料,3000
2020-11-06,11:00:00,茶道,14000
2020-11-06,12:00:00,カフェ,0
2020-11-06,12:00:00,入場料,1100
2020-11-06,12:00:00,物販,2400
2020-11-06,14:00:00,カフェ,0
2020-11-06,14:00:00,入場料,4200
2020-11-06,14:00:00,茶道,5000
2020-11-06,15:00:00,カフェ,0
